Naam,SRT_OBJECT,cell_area,area_m2,area_prop,BH_DOELST
Heiselt,bufferstrook,4998205.106081412,3424.2804551321024,6.851020281191971e-4,perceelsrandenbeheer (PR)
Schassenhof,fauna akkerland,1844757.9665750526,25961.453796876012,0.014073094827217698,soortenbescherming (SB)
Schassenhof,faunastrook,1844757.9665750526,13045.035422292043,0.0070714075551662975,soortenbescherming (SB)
Hamelbos,bufferstrook,2127717.8183938153,53.0423282047268,2.4929211827895354e-5,perceelsrandenbeheer (PR)
Hamelbos,faunastrook,2127717.8183938153,13259.702311001485,0.006231889490407638,soortenbescherming (SB)
Hamelbos,haag,2127717.8183938153,226.81321580943404,0.00010659929331261239,beheer KLE's (KLE)
Hamelbos,bufferstrook fauna,2127717.8183938153,5517.185438521265,0.0025930061734812707,perceelsrandenbeheer (PR)
Babelomstraat,faunastrook,395540.7475597388,14426.242223500856,0.03647220245323031,soortenbescherming (SB)
Tombeveld,fauna akkerland,1513290.1462587565,17034.489500129595,0.011256591832202996,soortenbescherming (SB)
Groenendries,fauna akkerland,245789.44917975413,13949.80859368085,0.05675511556836145,soortenbescherming (SB)
Gunningenveld,faunastrook,794156.5517227026,13145.580094770645,0.016552882509443447,soortenbescherming (SB)
Gunningenveld,bloemenstrook,794156.5517227026,2929.0992138506845,0.003688314611894614,perceelsrandenbeheer (PR)
Blauwschuurveld,bufferstrook fauna,904080.2591269927,2623.359490067931,0.0029016887202040296,perceelsrandenbeheer (PR)
Blauwschuurveld,fauna akkerland,904080.2591269927,11691.264945506118,0.012931667103090558,soortenbescherming (SB)
Weterbeek - Galgenberg,fauna akkerland,1996361.4942242084,76934.44609980227,0.038537332202802886,soortenbescherming (SB)
Weterbeek - Galgenberg,faunastrook,1996361.4942242084,130109.22623836716,0.06517317961441045,soortenbescherming (SB)
Weterbeek - Galgenberg,bufferstrook fauna,1996361.4942242084,16418.063139675716,0.008223993093022373,perceelsrandenbeheer (PR)
Weterbeek - Galgenberg,erosiestrook fauna,1996361.4942242084,16656.55150250066,0.00834345460513575,erosiebestrijding (ER)
Weterbeek - Galgenberg,erosie akkerland,1996361.4942242084,6497.078817503527,0.0032544600946775473,erosiebestrijding (ER)
Weterbeek - Galgenberg,bloemenstrook,1996361.4942242084,3163.471973345848,0.001584618809017443,perceelsrandenbeheer (PR)
Drinkeling,faunastrook,517786.0553387755,9186.021579870954,0.017740959775096207,soortenbescherming (SB)
Kiekenbosveld,faunastrook,1249615.061414939,49960.098154211315,0.03998039051933441,soortenbescherming (SB)
Kiekenbosveld,fauna akkerland,1249615.061414939,47950.40571260627,0.03837214130430857,soortenbescherming (SB)
Kiekenbosveld,bloemenstrook,1249615.061414939,11393.41792787303,0.00911754209730176,perceelsrandenbeheer (PR)
Komijn,fauna akkerland,7970952.2611821145,10702.924749420043,0.0013427410425655678,soortenbescherming (SB)
Komijn,haag,7970952.2611821145,440.3600480438221,5.52456009789871e-5,beheer KLE's (KLE)
Keienberg,erosiestrook,9219645.54829902,54021.584923688446,0.0058593993273044175,erosiebestrijding (ER)
Keienberg,erosiestrook fauna,9219645.54829902,21896.881903852045,0.002375024266295347,erosiebestrijding (ER)
Blakenberg,erosie akkerland,2422265.199781781,78668.03743002494,0.032477053890346955,erosiebestrijding (ER)
Gunningenveld,fauna akkerland,794156.5517227026,28347.823555061994,0.03569551053072501,soortenbescherming (SB)
Keienberg,faunastrook,9219645.54829902,365061.8171719423,0.03959607940017764,soortenbescherming (SB)
Keienberg,fauna hamster,9219645.54829902,48990.984899261035,0.0053137601269605894,soortenbescherming (SB)
Keienberg,fauna vogelakker,9219645.54829902,171202.88263406936,0.018569356244465977,soortenbescherming (SB)
Keienberg,bufferstrook fauna,9219645.54829902,16851.109695752995,0.0018277394296206911,perceelsrandenbeheer (PR)
Drie Grachten - Drie Tommen,erosiestrook fauna,5691213.733687604,12951.763350085266,0.0022757471351709736,erosiebestrijding (ER)
Drie Grachten - Drie Tommen,bufferstrook fauna,5691213.733687604,14746.487742946643,0.002591097160111698,perceelsrandenbeheer (PR)
Drie Grachten - Drie Tommen,faunastrook,5691213.733687604,95188.49955736293,0.016725518318512673,soortenbescherming (SB)
Drie Grachten - Drie Tommen,fauna hamster,5691213.733687604,11398.701438549906,0.002002859490424401,soortenbescherming (SB)
Steenberg,faunastrook,825158.7580013955,54140.122059375426,0.06561176444458687,soortenbescherming (SB)
Kranenberg,fauna akkerland,647795.791286204,12949.305944760912,0.019989796350868467,soortenbescherming (SB)
Engelmanshoven,erosiestrook,1020582.1905038804,11853.041013529582,0.01161399946404857,erosiebestrijding (ER)
Horpmaal,faunastrook,9212175.928612612,59710.19308164361,0.006481660092507177,soortenbescherming (SB)
Horpmaal,fauna akkerland,9212175.928612612,79852.87508127208,0.008668188243480302,soortenbescherming (SB)
Horpmaal,erosiestrook fauna,9212175.928612612,4932.488124433963,5.354313858807095e-4,erosiebestrijding (ER)
Horpmaal,erosiestrook,9212175.928612612,17202.670442573028,0.001867384055176616,erosiebestrijding (ER)
Horpmaal,haag,9212175.928612612,1643.7473865980573,1.784320446478503e-4,beheer KLE's (KLE)
Horpmaal,bufferstrook fauna,9212175.928612612,1445.7713870625012,1.5694135655529537e-4,perceelsrandenbeheer (PR)
Horpmaal,fauna hamster,9212175.928612612,6771.507110096514,7.3506055057682e-4,soortenbescherming (SB)
Hongersberg,fauna akkerland,788747.2556176409,10690.513995903078,0.01355378915078659,soortenbescherming (SB)
Hamelsveld,fauna akkerland,973279.760199301,3327.0774372145534,0.0034184183965083785,soortenbescherming (SB)
Hamelsveld,haag,973279.760199301,83.69702944763412,8.599483197975397e-5,beheer KLE's (KLE)
Den Dop - De Steenaerd,faunastrook,8236310.029907966,104050.30079580547,0.012633120950762479,soortenbescherming (SB)
Den Dop - De Steenaerd,bufferstrook fauna,8236310.029907966,5633.660030449973,6.840029102829833e-4,perceelsrandenbeheer (PR)
Den Dop - De Steenaerd,erosiestrook fauna,8236310.029907966,10874.18168062548,0.0013202734769743713,erosiebestrijding (ER)
Den Dop - De Steenaerd,fauna hamster,8236310.029907966,74133.06245993823,0.009000761529221673,soortenbescherming (SB)
Patrijzenkuil,faunastrook,2471841.531345984,26753.6756700852,0.010823378170006354,soortenbescherming (SB)
Patrijzenkuil,fauna akkerland,2471841.531345984,33239.8858679994,0.01344741782451539,soortenbescherming (SB)
Patrijzenkuil,erosiestrook fauna,2471841.531345984,10194.347613960737,0.004124191411416913,erosiebestrijding (ER)
Patrijzenkuil,erosiestrook,2471841.531345984,9718.660536680733,0.003931749027369348,erosiebestrijding (ER)
Patrijzenkuil,fauna hamster,2471841.531345984,32164.968524970696,0.013012552834427055,soortenbescherming (SB)
Patrijzenkuil,houtkant,2471841.531345984,1485.8249835527968,6.011004203589561e-4,beheer KLE's (KLE)
Hersekuilen,erosiestrook,6156926.142370482,26381.42946745467,0.004284837735165285,erosiebestrijding (ER)
Hersekuilen,fauna akkerland,6156926.142370482,128678.1608514809,0.020899740857040466,soortenbescherming (SB)
Hersekuilen,erosiestrook fauna,6156926.142370482,1319.3742156336084,2.142910577656589e-4,erosiebestrijding (ER)
Hersekuilen,bufferstrook,6156926.142370482,255.2896161118988,4.146381005857081e-5,perceelsrandenbeheer (PR)
Hersekuilen,faunastrook,6156926.142370482,112177.4593374469,0.018219718207348412,soortenbescherming (SB)
Hersekuilen,fauna hamster,6156926.142370482,26020.809020206332,0.004226266227417834,soortenbescherming (SB)
Hersekuilen,bufferstrook fauna,6156926.142370482,8162.687588500907,0.0013257731861240397,perceelsrandenbeheer (PR)
Lafelt,fauna akkerland,353417.68170531874,2606.9486448305684,0.007376395635474328,soortenbescherming (SB)
Hulsberg,erosiestrook,1318967.726946796,1720.7163081493345,0.0013045931852574768,erosiebestrijding (ER)
Hulsberg,bufferstrook fauna,1318967.726946796,4548.196560559198,0.0034483001120031655,perceelsrandenbeheer (PR)
Hulsberg,fauna vogelakker,1318967.726946796,26265.815112932207,0.019913917965023648,soortenbescherming (SB)
Galgenberg,faunastrook,2930353.1593670957,111223.28364748658,0.03795559019633962,soortenbescherming (SB)
Galgenberg,fauna akkerland,2930353.1593670957,106497.92567454772,0.03634303439983643,soortenbescherming (SB)
Galgenberg,bufferstrook fauna,2930353.1593670957,2612.6968429148546,8.915979408704276e-4,perceelsrandenbeheer (PR)
Galgenberg,haag,2930353.1593670957,249.27862917254356,8.506777702738851e-5,beheer KLE's (KLE)
Galgenberg,bloemenstrook,2930353.1593670957,2408.934669035836,8.220629180259362e-4,perceelsrandenbeheer (PR)
Walsberg - Orsmaal,haag,4223128.88049881,547.4685345524495,1.2963576297197587e-4,beheer KLE's (KLE)
Walsberg - Orsmaal,fauna akkerland,4223128.88049881,165603.420259136,0.0392134422001291,soortenbescherming (SB)
Walsberg - Orsmaal,erosiestrook,4223128.88049881,7135.380987270306,0.0016895958397621811,erosiebestrijding (ER)
Walsberg - Orsmaal,bufferstrook fauna,4223128.88049881,184.06686692434596,4.358542496164719e-5,perceelsrandenbeheer (PR)
Walsberg - Orsmaal,faunastrook,4223128.88049881,186687.82852493535,0.04420604575602839,soortenbescherming (SB)
Walsberg - Orsmaal,heg,4223128.88049881,0.6630066668440122,1.5699418265579952e-7,beheer KLE's (KLE)
Edelare - Boignenberg,fauna akkerland,3685647.9358000187,2473.031850187108,6.709897128712875e-4,soortenbescherming (SB)
Edelare - Boignenberg,erosiestrook,3685647.9358000187,500.29376834229333,1.357410629167156e-4,erosiebestrijding (ER)
Polders van Assenede,bufferstrook fauna,11983954.195170172,82582.16284420082,0.006891061289059621,perceelsrandenbeheer (PR)
Polders van Assenede,faunastrook,11983954.195170172,318544.00636037195,0.026580876493065453,soortenbescherming (SB)
Polders van Assenede,bufferstrook,11983954.195170172,11904.3237289662,9.933552427765398e-4,perceelsrandenbeheer (PR)
Polders van Assenede,bloemenstrook,11983954.195170172,973.2814632810187,8.12153857925521e-5,perceelsrandenbeheer (PR)
Kobbegem - Hamme,erosiestrook,3923582.7493577767,10303.949563349248,0.0026261583408775636,erosiebestrijding (ER)
Kobbegem - Hamme,erosiestrook fauna,3923582.7493577767,8473.96750375221,0.0021597524622462092,erosiebestrijding (ER)
Kobbegem - Hamme,faunastrook,3923582.7493577767,102434.07729843818,0.026107280983230157,soortenbescherming (SB)
Koolhof,faunastrook,2897818.6616131477,124773.9904335872,0.043057901478254834,soortenbescherming (SB)
Koolhof,erosiestrook,2897818.6616131477,1940.7857267687941,6.697402264945054e-4,erosiebestrijding (ER)
Koolhof,erosiestrook fauna,2897818.6616131477,3978.3469582635807,0.0013728764366673408,erosiebestrijding (ER)
Koolhof,bufferstrook fauna,2897818.6616131477,22373.876356174515,0.007720937356280086,perceelsrandenbeheer (PR)
Koolhof,fauna akkerland,2897818.6616131477,42914.39158263762,0.014809205334728634,soortenbescherming (SB)
Vijfwegen,fauna akkerland,2596864.9719074303,84745.97002695657,0.03263395322580426,soortenbescherming (SB)
Vijfwegen,erosiestrook fauna,2596864.9719074303,14885.317271189822,0.005732033599057855,erosiebestrijding (ER)
Vijfwegen,bufferstrook fauna,2596864.9719074303,18067.86897787401,0.0069575696747154825,perceelsrandenbeheer (PR)
Vijfwegen,bufferstrook,2596864.9719074303,1501.8371514813043,5.783270088079265e-4,perceelsrandenbeheer (PR)
Schrei,faunastrook,2489503.364275695,110856.66005542889,0.04452962853805258,soortenbescherming (SB)
Schrei,fauna akkerland,2489503.364275695,56074.2533237226,0.02252427296479555,soortenbescherming (SB)
Schrei,bufferstrook fauna,2489503.364275695,13902.769040597661,0.005584555233024392,perceelsrandenbeheer (PR)
Schrei,bloemenstrook,2489503.364275695,4893.422083297453,0.0019656217997203484,perceelsrandenbeheer (PR)
De Wijngaard,fauna akkerland,1068090.2114744973,17856.222904712515,0.016717897713959966,soortenbescherming (SB)
Groenendaal Veld - Grootveld,faunastrook,3755619.2772901673,191681.50867271406,0.0510385889836576,soortenbescherming (SB)
Groenendaal Veld - Grootveld,fauna akkerland,3755619.2772901673,111319.03539074532,0.02964066034698452,soortenbescherming (SB)
Groenendaal Veld - Grootveld,erosiestrook fauna,3755619.2772901673,4236.255214424644,0.0011279778118194331,erosiebestrijding (ER)
Groenendaal Veld - Grootveld,bloemenstrook,3755619.2772901673,75925.36493237244,0.020216470128238264,perceelsrandenbeheer (PR)
Drie Grachten - Drie Tommen,fauna akkerland,5691213.733687604,144963.16595431382,0.02547139726913496,soortenbescherming (SB)
Steenberg,fauna akkerland,825158.7580013955,31125.908502724535,0.03772111511985175,soortenbescherming (SB)
Hongersberg,erosiestrook fauna,788747.2556176409,889.418903676793,0.001127634863186078,erosiebestrijding (ER)
Groenendaal Veld - Grootveld,heg,3755619.2772901673,488.5079092899023,1.3007386351536162e-4,beheer KLE's (KLE)
Tisselt - Zemst-Laar,haag,17240145.074342526,408.6578203991762,2.3703850439597352e-5,beheer KLE's (KLE)
Tisselt - Zemst-Laar,knotbomenrij,17240145.074342526,201.90194812572054,1.1711151342119452e-5,beheer KLE's (KLE)
Wimpelse Heide,heg,2309361.268722946,196.36098278697818,8.502826536774988e-5,beheer KLE's (KLE)
Wimpelse Heide,bufferstrook fauna,2309361.268722946,2065.4206402741256,8.943687885682273e-4,perceelsrandenbeheer (PR)
Strateneinde,haag,2052762.0414291965,526.7574325636251,2.566091061372512e-4,beheer KLE's (KLE)
Strateneinde,bufferstrook fauna,2052762.0414291965,8989.022070581443,0.004378988839993849,perceelsrandenbeheer (PR)
Spreet,fauna akkerland,5420617.069772044,10981.376679772511,0.0020258536137905637,soortenbescherming (SB)
Spreet,faunastrook,5420617.069772044,14458.046274385066,0.0026672325471965275,soortenbescherming (SB)
Stalijzer,fauna akkerland,4438866.461372566,30242.080916455034,0.006813018859572476,soortenbescherming (SB)
Stalijzer,bufferstrook fauna,4438866.461372566,4009.5866457152206,9.032906667968097e-4,perceelsrandenbeheer (PR)
Boeshoven - Jesseren,erosiedam,6700211.170188539,35.399746858514845,5.283377786064424e-6,erosiebestrijding (ER)
Boeshoven - Jesseren,bloemenstrook,6700211.170188539,9272.581619859673,0.0013839237875242594,perceelsrandenbeheer (PR)
Boeshoven - Jesseren,botanisch weiland,6700211.170188539,35516.23234459257,0.0053007631315586095,botanisch beheer (BB)
Boeshoven - Jesseren,knotbomenrij,6700211.170188539,113.89459896765584,1.6998658113107042e-5,beheer KLE's (KLE)
Mannekenshaag,bufferstrook fauna,1241591.8966185097,5726.8067725896835,0.00461247112532444,perceelsrandenbeheer (PR)
Mannekenshaag,faunastrook,1241591.8966185097,91145.21827086844,0.07340996547988396,soortenbescherming (SB)
Mannekenshaag,haag,1241591.8966185097,471.71262315905005,3.7992566192141317e-4,beheer KLE's (KLE)
Pijpe,kaphaag,5943715.86287943,468.1820023345763,7.876924353980908e-5,beheer KLE's (KLE)
Pijpe,bloemenstrook,5943715.86287943,1577.8270403346396,2.654613842139927e-4,perceelsrandenbeheer (PR)
Tienbunder - Blokkenberg - Ijzerveld,faunastrook,4119590.8621957633,497655.7136968325,0.12080221807065068,soortenbescherming (SB)
Tienbunder - Blokkenberg - Ijzerveld,fauna akkerland,4119590.8621957633,171284.02066025222,0.04157792032992251,soortenbescherming (SB)
Tienbunder - Blokkenberg - Ijzerveld,bufferstrook fauna,4119590.8621957633,13403.889277823953,0.003253694293000643,perceelsrandenbeheer (PR)
Tienbunder - Blokkenberg - Ijzerveld,erosiestrook,4119590.8621957633,12223.831074987887,0.002967243953073661,erosiebestrijding (ER)
Tienbunder - Blokkenberg - Ijzerveld,bloemenstrook,4119590.8621957633,102692.35796825915,0.024927805066914725,perceelsrandenbeheer (PR)
Tienbunder - Blokkenberg - Ijzerveld,haag,4119590.8621957633,242.70049603908228,5.891373783408231e-5,beheer KLE's (KLE)
Petanenbos,faunastrook,1740491.998939191,82797.18898605742,0.047571140250297794,soortenbescherming (SB)
Petanenbos,fauna akkerland,1740491.998939191,68588.94343636266,0.03940779014104449,soortenbescherming (SB)
Petanenbos,bufferstrook fauna,1740491.998939191,529.9560779193416,3.044863626160554e-4,perceelsrandenbeheer (PR)
Rumpsdorpveld,bufferstrook fauna,228911.26990324073,1693.5746601603705,0.00739838917007552,perceelsrandenbeheer (PR)
Rumpsdorpveld,fauna akkerland,228911.26990324073,22919.647592113062,0.10012459238813819,soortenbescherming (SB)
Langveld,bufferstrook fauna,1633139.664066982,2765.768142594956,0.0016935282410001646,perceelsrandenbeheer (PR)
Langveld,bufferstrook,1633139.664066982,1838.080798749812,0.0011254890437064446,perceelsrandenbeheer (PR)
Langveld,haag,1633139.664066982,215.2347061074379,1.317919776508534e-4,beheer KLE's (KLE)
Sint-Katarina-Houtem,fauna akkerland,7929250.569386944,116547.45103658049,0.014698419480719153,soortenbescherming (SB)
Sint-Katarina-Houtem,fauna hamster,7929250.569386944,34962.930005099624,0.004409361225143224,soortenbescherming (SB)
Sint-Katarina-Houtem,fauna vogelakker,7929250.569386944,86165.7149665085,0.01086681701032062,soortenbescherming (SB)
Kempenberg,faunastrook,8734732.288896233,250263.56293771983,0.02865154359176639,soortenbescherming (SB)
Kempenberg,fauna hamster,8734732.288896233,262721.0348030813,0.03007774321109504,soortenbescherming (SB)
Kempenberg,fauna vogelakker,8734732.288896233,131202.25662950016,0.015020753045435303,soortenbescherming (SB)
Bortombe,faunastrook,2280102.2741756295,109386.2703210284,0.04797428236440709,soortenbescherming (SB)
Bortombe,haag,2280102.2741756295,1734.0084348854855,7.604959016640672e-4,beheer KLE's (KLE)
Bortombe,erosiestrook,2280102.2741756295,2905.123113124937,0.001274119650696495,erosiebestrijding (ER)
Attenhoven,faunastrook,7563527.665283035,198437.15492252127,0.026236058583266324,soortenbescherming (SB)
Attenhoven,fauna akkerland,7563527.665283035,163226.64508496216,0.02158075600545239,soortenbescherming (SB)
Attenhoven,haag,7563527.665283035,2308.840452271571,3.0525973519859823e-4,beheer KLE's (KLE)
Attenhoven,bufferstrook fauna,7563527.665283035,6255.486749230855,8.270594127583942e-4,perceelsrandenbeheer (PR)
Attenhoven,erosiestrook,7563527.665283035,72626.78834325544,0.009602237415831237,erosiebestrijding (ER)
Attenhoven,heg,7563527.665283035,1539.5502875434468,2.035492372970431e-4,beheer KLE's (KLE)
Kruisboomveld,faunastrook,1686651.4743609615,195949.61554845446,0.11617670783034524,soortenbescherming (SB)
Kruisboomveld,erosiestrook,1686651.4743609615,8749.748448158818,0.005187644620815289,erosiebestrijding (ER)
Kruisboomveld,haag,1686651.4743609615,138.20444173543365,8.194013039225935e-5,beheer KLE's (KLE)
Kruisboomveld,bufferstrook fauna,1686651.4743609615,1607.8404135823075,9.53273653759136e-4,perceelsrandenbeheer (PR)
Waasmont,erosiestrook fauna,1394177.9832812035,19700.994728900318,0.014130903632930673,erosiebestrijding (ER)
Waasmont,faunastrook,1394177.9832812035,70217.91032872288,0.05036509769252326,soortenbescherming (SB)
Waasmont,erosiestrook,1394177.9832812035,1538.4101290298859,0.001103453179922718,erosiebestrijding (ER)
Waasmont,fauna akkerland,1394177.9832812035,9722.269564281334,0.0069734780500549385,soortenbescherming (SB)
Grote Hamberg,bloemenstrook,2154109.183981117,18381.73712266382,0.008533335849156732,perceelsrandenbeheer (PR)
Grote Hamberg,erosiestrook,2154109.183981117,43501.082931192475,0.02019446518991946,erosiebestrijding (ER)
Grote Hamberg,fauna akkerland,2154109.183981117,174079.24516517873,0.0808126377528618,soortenbescherming (SB)
Grote Hamberg,bufferstrook fauna,2154109.183981117,15241.616361812183,0.0070756006590359495,perceelsrandenbeheer (PR)
Grote Hamberg,fauna vogelakker,2154109.183981117,29015.547343234066,0.013469859169166617,soortenbescherming (SB)
Capilaeneberg,bloemenstrook,879340.1350166695,11090.590568872401,0.012612401194063727,perceelsrandenbeheer (PR)
Capilaeneberg,haag,879340.1350166695,371.74566705312645,4.227552595971061e-4,beheer KLE's (KLE)
Capilaeneberg,bufferstrook fauna,879340.1350166695,2668.2563500739634,0.0030343848117695455,perceelsrandenbeheer (PR)
Gulden Delle,faunastrook,805692.883412376,30813.247816554867,0.038244408571725945,soortenbescherming (SB)
Gulden Delle,bloemenstrook,805692.883412376,9070.589625294786,0.011258123054131788,perceelsrandenbeheer (PR)
Caremberg - Audenaeken Veld,erosiestrook,3115541.303069968,23376.26935282431,0.007503116498500593,erosiebestrijding (ER)
Caremberg - Audenaeken Veld,haag,3115541.303069968,65.03335573269283,2.0873854462661357e-5,beheer KLE's (KLE)
Caremberg - Audenaeken Veld,erosiestrook fauna,3115541.303069968,1121.9031250504777,3.6009894137657093e-4,erosiebestrijding (ER)
Kester,fauna akkerland,3662768.8859192315,27392.07837566,0.007478516725683474,soortenbescherming (SB)
Kester,bloemenstrook,3662768.8859192315,7035.669776080293,0.0019208609648092981,perceelsrandenbeheer (PR)
Kester,bufferstrook fauna,3662768.8859192315,15240.857560654986,0.004161020811126074,perceelsrandenbeheer (PR)
Kester,erosiestrook fauna,3662768.8859192315,5966.451605596987,0.0016289456942079515,erosiebestrijding (ER)
Tisselt - Zemst-Laar,houtkant,17240145.074342526,244.44016222571372,1.417854438994828e-5,beheer KLE's (KLE)
Tisselt - Zemst-Laar,fauna akkerland,17240145.074342526,47896.38751541205,0.002778189354490605,soortenbescherming (SB)
Tienbunder - Blokkenberg - Ijzerveld,houtkant,4119590.8621957633,977.8789442051202,2.373728306805462e-4,beheer KLE's (KLE)
Grote Hamberg,faunastrook,2154109.183981117,65935.69231007172,0.030609261963320113,soortenbescherming (SB)
Strateneinde,fauna akkerland,2052762.0414291965,11709.680930691997,0.0057043537898525025,soortenbescherming (SB)
Sint-Katarina-Houtem,houtkant,7929250.569386944,146.24045272311196,1.8443161991590165e-5,beheer KLE's (KLE)
Kempenberg,erosiestrook fauna,8734732.288896233,1063.3902795445174,1.2174274429639023e-4,erosiebestrijding (ER)
Oetingen,fauna akkerland,6065200.717343942,90388.99558499813,0.014902886119914109,soortenbescherming (SB)
Oetingen,erosiestrook fauna,6065200.717343942,2464.865473106038,4.0639470777241573e-4,erosiebestrijding (ER)
Galmaarden - Waarbeke,fauna akkerland,14066312.505737312,118800.70790773741,0.00844576059712035,soortenbescherming (SB)
Galmaarden - Waarbeke,bufferstrook fauna,14066312.505737312,15374.018083290197,0.001092967192149293,perceelsrandenbeheer (PR)
Galmaarden - Waarbeke,erosiestrook,14066312.505737312,4657.134471438738,3.3108424610495493e-4,erosiebestrijding (ER)
Galmaarden - Waarbeke,knotbomenrij,14066312.505737312,401.1734212048616,2.8520155587417283e-5,beheer KLE's (KLE)
Galmaarden - Waarbeke,houtkant,14066312.505737312,904.66814091173,6.431452027976326e-5,beheer KLE's (KLE)
Wievelhoven Veld,erosiestrook,723432.3693470298,10319.96336883423,0.01426527731700619,erosiebestrijding (ER)
Wievelhoven Veld,faunastrook,723432.3693470298,58650.22737553134,0.08107216356446567,soortenbescherming (SB)
Wievelhoven Veld,bufferstrook fauna,723432.3693470298,491.5868779370794,6.795201580222154e-4,perceelsrandenbeheer (PR)
Oetingen,haag,6065200.717343942,220.09556237608194,3.6288256998107334e-5,beheer KLE's (KLE)
Galmaarden - Waarbeke,bloemenstrook,14066312.505737312,5635.4236142237205,4.006326186713942e-4,perceelsrandenbeheer (PR)
Grijpenveld,fauna akkerland,1295620.2918225755,54838.78945901746,0.0423262817085665,soortenbescherming (SB)
Plein,erosiestrook,3044895.383217428,779.9396779946983,2.561466256914761e-4,erosiebestrijding (ER)
Neerlinter,faunastrook,3406259.273889289,190043.97982426567,0.055792576120393865,soortenbescherming (SB)
Zevenbunder - Blinde Ezel,fauna akkerland,1110929.2645663228,27125.760497071373,0.02441718060929878,soortenbescherming (SB)
Groot Bosch Veld,faunastrook,2452195.254794078,79429.05547382687,0.03239099958233012,soortenbescherming (SB)
De Moeren,fauna grasland,27822309.799901996,2932.7943989557807,1.0541160744914541e-4,soortenbescherming (SB)
Slijpe,fauna akkerland,31991605.340636108,199767.35125333842,0.006244367831069472,soortenbescherming (SB)
Moere-Blote,bloemenstrook,5914036.910154611,3277.2791884554317,5.541526436583829e-4,perceelsrandenbeheer (PR)
Sint-Denijs,bufferstrook,17139347.772184055,3778.002676173681,2.2042861411010698e-4,perceelsrandenbeheer (PR)
Kaleshoek,knotbomenrij,4889048.814875915,231.72779265450617,4.7397316211985396e-5,beheer KLE's (KLE)
Kaleshoek,bloemenstrook,4889048.814875915,2831.5813150878676,5.791681413513834e-4,perceelsrandenbeheer (PR)
Lapscheure,fauna akkerland,3157834.6882216483,12001.81016644169,0.0038006454901540693,soortenbescherming (SB)
Lapscheure,faunastrook,3157834.6882216483,1773.3971488839015,5.615864426020983e-4,soortenbescherming (SB)
"Wannegem-Lede (Kruishoutem, Wortegem-Petegem, Oudenaarde)",kaphaag,19421006.44237409,126.81936773908092,6.530010075192482e-6,beheer KLE's (KLE)
"Wannegem-Lede (Kruishoutem, Wortegem-Petegem, Oudenaarde)",faunastrook,19421006.44237409,61890.2910939334,0.003186770535171488,soortenbescherming (SB)
Blijdveld,faunastrook,3829385.5528623015,115908.48513787087,0.0302681679705075,soortenbescherming (SB)
Blijdveld,haag,3829385.5528623015,113.65771011542529,2.968040395683611e-5,beheer KLE's (KLE)
Boerendans,fauna akkerland,2588433.789022643,110297.42907394774,0.04261164783959745,soortenbescherming (SB)
Boerendans,fauna hamster,2588433.789022643,187127.3210890169,0.07229364795136352,soortenbescherming (SB)
Vlijtingen - Rosmeer - Veldwezelt,erosiestrook,12306445.814982446,78.16836878506001,6.351823260773973e-6,erosiebestrijding (ER)
Wijd Meuleveld,bloemenstrook,318365.29739992437,5310.003099806141,0.016678963263812692,perceelsrandenbeheer (PR)
Armenberg,erosiestrook,3978511.693221081,14953.328706842964,0.0037585232518787585,erosiebestrijding (ER)
In het Bosveld - Kwekers Bos Veldje,faunastrook,494014.01887912303,3974.698180064559,0.008045719409102642,soortenbescherming (SB)
Zavelberg,erosiestrook fauna,4874610.136212248,13499.21351642732,0.0027692909051628706,erosiebestrijding (ER)
Zavelberg,bufferstrook fauna,4874610.136212248,14666.24438156806,0.0030087009979764805,perceelsrandenbeheer (PR)
Zavelberg,faunastrook,4874610.136212248,342087.50841416116,0.07017740882965787,soortenbescherming (SB)
Zavelberg,erosiedam,4874610.136212248,140.99812028557062,2.8925004532799695e-5,erosiebestrijding (ER)
Terlanenveld,erosiedam,2816425.5550932474,123.06797263831436,4.3696511848416234e-5,erosiebestrijding (ER)
Terlanenveld,erosiestrook,2816425.5550932474,6681.804357679794,0.0023724413186055507,erosiebestrijding (ER)
Grote,fauna akkerland,466388.5694862474,11422.463554282556,0.024491302535276597,soortenbescherming (SB)
Honsem,bufferstrook fauna,5794800.013731132,357.587879153376,6.170840724547003e-5,perceelsrandenbeheer (PR)
Hemelrijk,faunastrook,89512.58139849082,44.36059462185949,4.955794361954063e-4,soortenbescherming (SB)
In de Bemden,fauna akkerland,481905.96200382244,446.66785674897255,9.268776316683744e-4,soortenbescherming (SB)
Ijzer en Polder,knotbomenrij,43265793.46335067,1621.4806823169213,3.74771974005385e-5,beheer KLE's (KLE)
Waaienberg,haag,6590482.135085799,449.5928262955499,6.821850315048261e-5,beheer KLE's (KLE)
Eggewaartskapelle,faunastrook,26073141.4387505,660297.3595801127,0.025324810250856984,soortenbescherming (SB)
Blakenberg,erosiestrook,2422265.199781781,24085.07177209863,0.009943201832015925,erosiebestrijding (ER)
Vertrijk,bloemenstrook,599816.4151730551,4614.66580431629,0.007693463679190734,perceelsrandenbeheer (PR)
Haringsberg,faunastrook,1417591.006245276,43689.704641971504,0.03081968243978276,soortenbescherming (SB)
Haringsberg,bufferstrook fauna,1417591.006245276,5211.564279245213,0.0036763525278344575,perceelsrandenbeheer (PR)
