pointid	key	value	Naam	area_prop_sb	openheid_klasse	openheid_waarde	is_sbp	in_sample	sample_order	batch	X	Y
Ol_3946.13	highway	unclassified	Oostelijke leemstreek	0	3	1.43898355960846	0	1	4	eerste set	189116.637859347	164874.233727668
Ol_3951.7	highway	path	Oostelijke leemstreek	1.36686087025747e-05	3	1.41589713096619	0	1	275	reserve set	187566.001784269	166190.392281216
Ol_3978.4	highway	unclassified	Oostelijke leemstreek	0.0159500646691298	4	1.5566873550415	1	1	144	reserve set	235680.376622642	163757.661402689
Ol_4009.1.14	highway	unclassified	Oostelijke leemstreek	0.0276787769120691	4	1.53823578357697	1	1	17	eerste set	208250.649442689	160560.338482276
Ol_4015.1	highway	unclassified	Oostelijke leemstreek	0	3	1.37000024318695	0	1	113	eerste set	230485.292721533	170362.625794306
Ol_4054	highway	unclassified	Oostelijke leemstreek	0	3	1.36384916305542	1	1	100	reserve set	221608.514062852	165344.187062873
Ol_4069.1	highway	track	Oostelijke leemstreek	0.339827047937455	3	1.41164970397949	1	1	126	reserve set	240962.041985931	167662.170566613
Ol_4130.13	highway	track	Oostelijke leemstreek	0.173572916042894	4	1.54945206642151	1	1	207	reserve set	184056.15539423	168394.634928513
Ol_4193	highway	track	Oostelijke leemstreek	0	3	1.47161316871643	0	1	67	eerste set	178857.320070083	170010.086926359
Ol_4208.3	highway	track	Oostelijke leemstreek	0.314207565337566	3	1.48841953277588	1	1	89	reserve set	193567.331668127	164764.779518799
Ol_4224.4	highway	track	Oostelijke leemstreek	0.0797830070217555	4	1.5423150062561	0	1	25	eerste set	179032.055506875	167615.690023012
Ol_4229	highway	track	Oostelijke leemstreek	0.00535630300617542	3	1.49636840820312	0	1	88	eerste set	179447.996060527	168300.347407174
Ol_4242.6	highway	track	Oostelijke leemstreek	0.0845760237173401	3	1.46225166320801	1	1	92	reserve set	180438.820713787	169668.446005097
Ol_4268.2	highway	unclassified	Oostelijke leemstreek	0.0171286168951852	3	1.46587741374969	0	1	255	reserve set	186012.958050518	165503.364438701
Ol_4269.12	highway	unclassified	Oostelijke leemstreek	0	4	1.53811478614807	1	1	79	eerste set	186752.043337521	164548.926661139
Ol_4273.8	highway	unclassified	Oostelijke leemstreek	0.0252491149332733	4	1.54118466377258	0	1	33	reserve set	196029.560923426	165243.587264532
Ol_4285.15	highway	tertiary	Oostelijke leemstreek	0	3	1.41586124897003	0	1	296	reserve set	200934.371710151	165532.88911132
Ol_4312.1	highway	unclassified	Oostelijke leemstreek	0.0462828746992573	4	1.51693475246429	0	1	26	eerste set	193058.378928548	168169.007178776
Ol_4356.4	highway	unclassified	Oostelijke leemstreek	0	3	1.43931531906128	1	1	125	reserve set	210877.954814246	158175.394158857
Ol_4362.14	highway	unclassified	Oostelijke leemstreek	0.148699671051668	4	1.56810820102692	1	1	33	eerste set	196873.164324241	160804.728658513
Ol_4408.14	highway	unclassified	Oostelijke leemstreek	0.0153116632848124	4	1.522589802742	1	1	80	eerste set	196609.871034673	163639.986134711
Ol_4408.8	highway	unclassified	Oostelijke leemstreek	0.078803597166668	4	1.53233432769775	1	1	195	reserve set	196594.334072544	163336.587509293
Ol_4452.7	highway	unclassified	Oostelijke leemstreek	0	4	1.56572449207306	1	1	72	eerste set	234658.379377373	164074.852461981
Ol_4513	highway	track	Oostelijke leemstreek	0.00771591028701243	3	1.49073731899261	1	1	7	eerste set	180234.148834998	169174.666576703
Ol_4523.10	highway	track	Oostelijke leemstreek	0	3	1.36557030677795	0	1	27	eerste set	192424.338575688	166586.886704399
Ol_4539.7	highway	track	Oostelijke leemstreek	0.0536133992126752	4	1.5594664812088	1	1	188	reserve set	184731.302447296	167968.040869402
Ol_4614.4	highway	track	Oostelijke leemstreek	0.0147960948226423	3	1.50858807563782	1	1	95	reserve set	178585.087307998	167211.019380605
Ol_463.30	highway	track	Oostelijke leemstreek	0	3	1.38866460323334	0	1	145	eerste set	178188.272244935	169557.163892157
Ol_4650.4	highway	track	Oostelijke leemstreek	0.0231007410115043	3	1.49830496311188	1	1	79	reserve set	184842.846042281	166030.619231044
Ol_4657.8	highway	unclassified	Oostelijke leemstreek	0.0310506129941651	4	1.52908301353455	1	1	136	reserve set	186748.350025728	163936.833796781
Ol_4665.1	highway	unclassified	Oostelijke leemstreek	0	3	1.39289808273315	1	1	93	reserve set	185515.886324549	163371.426171191
Ol_4678.1	highway	track	Oostelijke leemstreek	0.0125955245485006	3	1.37098932266235	0	1	184	reserve set	185008.494663438	165554.451550351
Ol_4680	highway	tertiary	Oostelijke leemstreek	0	3	1.50846004486084	0	1	76	eerste set	207545.090704688	157716.432765397
Ol_475.20	highway	unclassified	Oostelijke leemstreek	0	4	1.55351483821869	1	1	170	reserve set	181758.332313463	167139.058259876
Ol_476.12	highway	tertiary	Oostelijke leemstreek	0.0189557328403177	4	1.53401303291321	1	1	106	reserve set	182314.200866523	166392.29895212
Ol_4768.4	highway	track	Oostelijke leemstreek	0.00950471844829758	3	1.42589282989502	1	1	99	reserve set	184424.344124806	162769.900547464
Ol_4816.8	highway	track	Oostelijke leemstreek	0.0441443563745752	3	1.46814930438995	1	1	43	eerste set	185378.08884183	162951.408265816
Ol_4830.7	highway	track	Oostelijke leemstreek	0	4	1.55427193641663	1	1	117	reserve set	208509.82541623	165290.030295486
Ol_4857.7	highway	unclassified	Oostelijke leemstreek	0.204026865507043	4	1.55795907974243	1	1	103	eerste set	189074.231593496	160123.551210635
Ol_4864.20	highway	track	Oostelijke leemstreek	0.0379595696409462	4	1.5247300863266	1	1	83	eerste set	189689.759357779	161471.40666966
Ol_487.21	highway	tertiary	Oostelijke leemstreek	0	3	1.47016537189484	1	1	143	reserve set	185890.830383998	167280.271254953
Ol_4871.5	highway	unclassified	Oostelijke leemstreek	0.00776943847385024	4	1.55918157100677	1	1	25	eerste set	190587.285468288	160630.39348075
Ol_5083	highway	track	Oostelijke leemstreek	0	3	1.43408787250519	0	1	238	reserve set	178611.438015032	168367.994916408
Ol_5125.2	highway	track	Oostelijke leemstreek	0.00416130719411262	3	1.45442521572113	0	1	42	eerste set	179741.987023594	167535.06149577
Ol_513.1	highway	tertiary	Oostelijke leemstreek	0	3	1.49524855613708	0	1	37	eerste set	184466.775439975	167084.633754258
Ol_5150.5	highway	unclassified	Oostelijke leemstreek	0	3	1.43234360218048	0	1	240	reserve set	209118.922887376	158137.119725509
Ol_5182.10	highway	unclassified	Oostelijke leemstreek	0.0229748986481389	3	1.48355543613434	1	1	40	eerste set	189405.072300997	163119.326565099
Ol_5241.21	highway	unclassified	Oostelijke leemstreek	0	3	1.50958406925201	0	1	80	eerste set	211715.583926885	164959.667868302
Ol_5258.10	highway	track	Oostelijke leemstreek	0	4	1.54412961006165	0	1	29	eerste set	192232.785774197	165154.685744778
Ol_5356.1	highway	unclassified	Oostelijke leemstreek	0	4	1.54221987724304	1	1	139	reserve set	212976.917554564	158155.180056904
Ol_5471.8	highway	unclassified	Oostelijke leemstreek	0	3	1.44417655467987	0	1	32	eerste set	219713.538226171	163229.6953206
Ol_550.4	highway	track	Oostelijke leemstreek	0.245724115540437	4	1.53756129741669	1	1	60	eerste set	181853.179036568	165037.276205138
Ol_5570.4	highway	track	Oostelijke leemstreek	0.0446266391298512	3	1.46116316318512	1	1	65	eerste set	180092.771565102	169687.865950667
Ol_558.5	highway	path	Oostelijke leemstreek	0.0998732274698811	3	1.41526567935944	1	1	120	reserve set	184274.249403177	163171.345946669
Ol_5614	highway	unclassified	Oostelijke leemstreek	0	3	1.44242143630981	0	1	158	reserve set	179532.799417757	169059.936855647
Ol_5663.9	highway	unclassified	Oostelijke leemstreek	0.0110891931561563	4	1.53699934482574	1	1	28	eerste set	190107.178486415	163127.359580237
Ol_5664.5	highway	unclassified	Oostelijke leemstreek	0	4	1.52220034599304	0	1	20	eerste set	189943.145070597	163598.891014621
Ol_5665.16	highway	unclassified	Oostelijke leemstreek	0	3	1.42832601070404	0	1	277	reserve set	190764.695765475	163216.407475118
Ol_5672	highway	track	Oostelijke leemstreek	0.0456486786809213	3	1.50620234012604	1	1	87	reserve set	196108.545771206	161899.631295145
Ol_5673.5	highway	unclassified	Oostelijke leemstreek	0.178715315852387	3	1.48909962177277	1	1	25	eerste set	195215.876938817	162368.135693979
Ol_5685.19	highway	unclassified	Oostelijke leemstreek	0	3	1.49824297428131	0	1	61	eerste set	197907.273102718	160067.876250903
Ol_5687.8	highway	track	Oostelijke leemstreek	0.00146878737288054	4	1.54779577255249	1	1	102	eerste set	199332.915984696	162129.368695784
Ol_5688.10	highway	unclassified	Oostelijke leemstreek	0.10839390526189	4	1.55796301364899	1	1	98	eerste set	198382.193879669	162372.308601077
Ol_5690.10	highway	tertiary	Oostelijke leemstreek	0	4	1.53028833866119	1	1	156	reserve set	199636.115032802	166911.500369928
Ol_5702.16	highway	unclassified	Oostelijke leemstreek	0	4	1.52736401557922	0	1	55	reserve set	206447.836187391	162528.179145653
Ol_5714.1	highway	unclassified	Oostelijke leemstreek	0.0179818391806229	3	1.50858819484711	0	1	78	eerste set	205736.983128328	165935.487957464
Ol_5737.5	highway	unclassified	Oostelijke leemstreek	0.0468272860948081	4	1.5430908203125	1	1	187	reserve set	206267.749402127	158850.626609652
Ol_5740.2	highway	unclassified	Oostelijke leemstreek	0.00976576676681585	3	1.41874408721924	0	1	161	reserve set	203466.239787961	162726.791543246
Ol_5758.13	highway	unclassified	Oostelijke leemstreek	0.165357622518736	3	1.50492429733276	1	1	139	reserve set	201568.096714087	165080.615974821
Ol_5760.2.14	waterway	stream	Oostelijke leemstreek	0	3	1.43536603450775	0	1	266	reserve set	216736.986862441	163630.26144037
Ol_5786	highway	path	Oostelijke leemstreek	0	3	1.43260776996613	1	1	41	eerste set	215222.406061489	164091.55163267
Ol_5791.5	highway	track	Oostelijke leemstreek	0	3	1.4762761592865	0	1	178	reserve set	213572.935833269	165826.021199043
Ol_5801.15	highway	unclassified	Oostelijke leemstreek	0	3	1.47826933860779	0	1	283	reserve set	233257.854000748	165062.004008693
Ol_5806	highway	track	Oostelijke leemstreek	0.0257547486607296	4	1.51552820205688	0	1	32	reserve set	218727.428630757	164197.739763345
Ol_581.3	highway	track	Oostelijke leemstreek	0.000988239332002729	3	1.46944117546082	0	1	148	eerste set	181335.299675331	167053.658747345
Ol_5810.1.10	highway	unclassified	Oostelijke leemstreek	0	4	1.5197674036026	0	1	44	reserve set	233910.718271508	165833.661652435
Ol_5810.1.20	highway	unclassified	Oostelijke leemstreek	0.0116141877087591	3	1.50372290611267	1	1	131	reserve set	234349.634179055	166083.08646587
Ol_5811.14	highway	unclassified	Oostelijke leemstreek	0.000775639166242016	3	1.4623339176178	0	1	14	eerste set	211644.890324702	162294.909243708
Ol_5812.8	highway	unclassified	Oostelijke leemstreek	0	4	1.53761196136475	1	1	5	eerste set	212178.182356024	160464.284538354
Ol_5816.1	highway	unclassified	Oostelijke leemstreek	0.0343586144206317	4	1.54368484020233	1	1	127	reserve set	210817.11819827	163259.449974255
Ol_5817.11	highway	unclassified	Oostelijke leemstreek	0.041287359745882	4	1.55767703056335	1	1	99	eerste set	210297.859915882	162923.082149536
Ol_5821.5	highway	unclassified	Oostelijke leemstreek	0	3	1.43737030029297	0	1	86	eerste set	213350.879820807	166512.604316737
Ol_5823.6	highway	unclassified	Oostelijke leemstreek	0.22858628963758	4	1.55199408531189	1	1	116	reserve set	210713.745516789	162779.315458688
Ol_5833.6	highway	track	Oostelijke leemstreek	0	3	1.44850063323975	0	1	140	eerste set	213512.345562427	168476.061174807
Ol_5834.8	highway	track	Oostelijke leemstreek	0	3	1.50401020050049	0	1	152	eerste set	216388.463136194	168893.928367337
Ol_586	highway	track	Oostelijke leemstreek	0.0309273876857249	4	1.54549086093903	1	1	27	eerste set	182411.25934994	166811.149456148
Ol_5861.15	highway	unclassified	Oostelijke leemstreek	0	3	1.47274553775787	0	1	130	eerste set	215704.658350662	166155.254400116
Ol_5874.15	highway	track	Oostelijke leemstreek	0.060945879992455	3	1.3967422246933	1	1	70	eerste set	239133.706502955	171990.985765595
Ol_593.1	highway	unclassified	Oostelijke leemstreek	0.122809552249474	3	1.4516693353653	1	1	23	eerste set	185400.030309591	165329.914697679
Ol_593.11	highway	unclassified	Oostelijke leemstreek	0.00194232300414553	4	1.54692435264587	1	1	42	eerste set	185327.397779354	164842.747561283
Ol_5930.8	highway	unclassified	Oostelijke leemstreek	0	4	1.56699109077454	1	1	19	eerste set	208507.966017395	160182.333188328
Ol_5931.1	highway	unclassified	Oostelijke leemstreek	0	3	1.46524178981781	1	1	141	reserve set	209433.547037212	160307.376785625
Ol_594	highway	track	Oostelijke leemstreek	0.0385536747642626	3	1.40105330944061	0	1	47	eerste set	184819.02208102	165289.515182829
Ol_597.4	highway	tertiary	Oostelijke leemstreek	0.159024522739889	4	1.55848050117493	1	1	46	eerste set	184258.491394862	164406.464784756
Ol_5971.17	highway	unclassified	Oostelijke leemstreek	0.208925538211075	3	1.3702358007431	1	1	62	eerste set	204945.155262636	158377.893267142
Ol_5977.3	highway	unclassified	Oostelijke leemstreek	0.123564834514781	3	1.50854396820068	1	1	145	reserve set	206630.843639826	155798.401479889
Ol_5980.12	highway	unclassified	Oostelijke leemstreek	0.0171121653506766	4	1.52743208408356	1	1	23	eerste set	203196.263567509	161180.986031489
Ol_5981.7	highway	unclassified	Oostelijke leemstreek	0	4	1.55990970134735	1	1	171	reserve set	203655.090475009	161560.671971102
Ol_5983.4	highway	unclassified	Oostelijke leemstreek	0.418957662084411	4	1.53047454357147	1	1	40	eerste set	205243.364036506	160805.427082076
Ol_5984.1	highway	unclassified	Oostelijke leemstreek	0.0896713731122343	4	1.55118417739868	1	1	129	reserve set	205042.777116361	161341.925769964
Ol_5985.11	highway	unclassified	Oostelijke leemstreek	0.065584810726072	4	1.5328357219696	1	1	190	reserve set	204565.577469282	161008.626608393
Ol_5989.15	highway	unclassified	Oostelijke leemstreek	0	3	1.48625707626343	0	1	222	reserve set	206913.065899051	162095.524388713
Ol_5989.2	highway	unclassified	Oostelijke leemstreek	0	4	1.54015815258026	0	1	21	eerste set	206339.257975521	161792.634749305
Ol_600.4	highway	unclassified	Oostelijke leemstreek	0.0110560689454719	4	1.53143966197968	1	1	203	reserve set	184752.721947855	164819.922471331
Ol_6012.8	highway	track	Oostelijke leemstreek	0	3	1.47711038589478	0	1	303	reserve set	203107.698267456	162996.247697268
Ol_6019.9	highway	tertiary	Oostelijke leemstreek	0	3	1.50447607040405	1	1	137	reserve set	204796.568303494	163210.39254709
Ol_6022.2	highway	unclassified	Oostelijke leemstreek	0.109790956339401	3	1.49785387516022	0	1	85	eerste set	206492.203226271	165329.151429813
Ol_6034.6.10	waterway	stream	Oostelijke leemstreek	0.1548733966911	3	1.4736955165863	0	1	257	reserve set	200374.906835177	164015.734219639
Ol_6034.6.29	waterway	stream	Oostelijke leemstreek	0.0466672667143252	3	1.43069934844971	0	1	18	eerste set	200868.198996234	164707.214955004
Ol_6034.6.37	waterway	stream	Oostelijke leemstreek	0.0833353351240978	3	1.40000450611115	0	1	204	reserve set	201055.031522988	165006.05764359
Ol_6090.11	highway	unclassified	Oostelijke leemstreek	0.019764459097883	3	1.48545289039612	0	1	164	reserve set	196824.735444321	163900.004442827
Ol_6096.2	highway	track	Oostelijke leemstreek	0.0599496962137385	3	1.50318992137909	1	1	27	eerste set	201284.012948832	159951.11608207
Ol_6108.4	highway	track	Oostelijke leemstreek	0.163107387315468	4	1.55015540122986	1	1	130	reserve set	197275.499051957	160890.517170779
Ol_617.2	highway	cycleway	Oostelijke leemstreek	0	3	1.41237783432007	0	1	276	reserve set	231466.583751664	161920.025905186
Ol_619.4	highway	unclassified	Oostelijke leemstreek	0	3	1.39801466464996	0	1	156	reserve set	226776.7122715	161055.436351321
Ol_6252.10	highway	unclassified	Oostelijke leemstreek	0.0408773074232374	4	1.55164039134979	1	1	205	reserve set	202015.120915201	162531.928961387
Ol_6252.18	highway	unclassified	Oostelijke leemstreek	0.0877552991789063	4	1.56458210945129	1	1	157	reserve set	201784.542544878	162204.194673381
Ol_6260.3.14	waterway	stream	Oostelijke leemstreek	0.0885196497106523	3	1.4643828868866	1	1	32	eerste set	197072.147740853	164792.590392496
Ol_6337.16	highway	track	Oostelijke leemstreek	0.00756462452214691	4	1.5203572511673	1	1	24	eerste set	185081.121321294	167758.411701495
Ol_6341.22	highway	unclassified	Oostelijke leemstreek	0.00234952961072816	4	1.567009806633	1	1	15	eerste set	202158.738372211	160655.444453742
Ol_6349.1	highway	track	Oostelijke leemstreek	0.0313392258364177	3	1.43093168735504	1	1	59	eerste set	181191.418798567	168798.807262997
Ol_6356.7	highway	unclassified	Oostelijke leemstreek	0.0469567987777344	3	1.4933819770813	1	1	123	reserve set	215429.853722265	162523.222792668
Ol_6358.22	highway	tertiary	Oostelijke leemstreek	0	3	1.48485708236694	1	1	9	eerste set	215565.122673622	163959.145804022
Ol_6360.10	highway	unclassified	Oostelijke leemstreek	0.0157086584096963	4	1.54726469516754	1	1	109	reserve set	216021.081590024	164339.224755478
Ol_6365.12	highway	path	Oostelijke leemstreek	0.0645190208301918	3	1.49393534660339	1	1	60	eerste set	215540.105042396	164663.850383732
Ol_639.2	highway	unclassified	Oostelijke leemstreek	0	4	1.52817165851593	1	1	95	eerste set	225150.223395504	163128.715733567
Ol_640	highway	unclassified	Oostelijke leemstreek	0.31848396814194	4	1.55263292789459	1	1	22	eerste set	223679.979709248	162014.193985366
Ol_6418.8	highway	unclassified	Oostelijke leemstreek	0	3	1.4920562505722	0	1	269	reserve set	213174.679457379	163344.257467446
Ol_642.7	highway	unclassified	Oostelijke leemstreek	0.397195941585961	3	1.46992325782776	1	1	15	eerste set	223329.834950268	161878.589070759
Ol_6421.7	highway	unclassified	Oostelijke leemstreek	0	4	1.51260495185852	0	1	59	reserve set	211026.165265595	164661.536248879
Ol_6445.4	highway	unclassified	Oostelijke leemstreek	0.0903781598003521	3	1.49519789218903	1	1	117	reserve set	209196.884846571	162288.74129555
Ol_645.6	highway	unclassified	Oostelijke leemstreek	0.0519713037149416	4	1.5510880947113	1	1	202	reserve set	224431.775002987	163121.111447672
Ol_6455.6	highway	track	Oostelijke leemstreek	0.00483541178935423	3	1.47524881362915	1	1	84	reserve set	190172.944897253	162105.152009704
Ol_6481.2	highway	unclassified	Oostelijke leemstreek	0.0365726020146827	4	1.55775582790375	1	1	141	reserve set	191384.643734871	161140.773167975
Ol_6497.4	highway	footway	Oostelijke leemstreek	0	3	1.37592792510986	0	1	210	reserve set	213038.272024256	166534.916003381
Ol_6600	highway	path	Oostelijke leemstreek	0	3	1.43747496604919	0	1	154	reserve set	219371.970595038	165209.319149206
Ol_6671.7	highway	unclassified	Oostelijke leemstreek	0	4	1.53859651088715	1	1	111	reserve set	220609.00425763	164362.131532826
Ol_6699.11	highway	unclassified	Oostelijke leemstreek	0	3	1.47463071346283	0	1	211	reserve set	231579.532699441	169377.967873702
Ol_670.18	highway	unclassified	Oostelijke leemstreek	0	4	1.51183450222015	1	1	97	eerste set	224919.193063486	159400.150233811
Ol_673.21	highway	unclassified	Oostelijke leemstreek	0.0193177501671086	4	1.54484558105469	1	1	20	eerste set	226296.409486467	158970.860995179
Ol_675.15	highway	unclassified	Oostelijke leemstreek	0.0364313518036912	3	1.48218870162964	1	1	5	eerste set	225422.316433132	157887.35928827
Ol_6759	highway	unclassified	Oostelijke leemstreek	0	3	1.44154226779938	0	1	15	eerste set	191302.501444331	162619.813445015
Ol_676.10	highway	unclassified	Oostelijke leemstreek	0	4	1.52789747714996	1	1	21	eerste set	226560.261559656	159603.793098579
Ol_6768.5	highway	unclassified	Oostelijke leemstreek	0.0780700003802228	4	1.54725790023804	1	1	128	reserve set	211056.496065928	162858.077588785
Ol_677.9	highway	unclassified	Oostelijke leemstreek	0.0284939929255741	4	1.56834506988525	1	1	34	eerste set	224552.318684908	161405.114207395
Ol_678.27	highway	unclassified	Oostelijke leemstreek	0.0888694124173438	4	1.56847894191742	1	1	84	eerste set	224192.196471298	161303.6822833
Ol_6782.3	highway	unclassified	Oostelijke leemstreek	0	4	1.55582165718079	1	1	94	eerste set	203939.786295557	158294.042928078
Ol_6787.1	highway	unclassified	Oostelijke leemstreek	0.0390616584143451	3	1.41653144359589	1	1	31	eerste set	203278.063214695	159261.274443088
Ol_680.2	highway	unclassified	Oostelijke leemstreek	0.0124638458131622	3	1.41400539875031	0	1	74	eerste set	224289.295431868	159137.291060194
Ol_683.2	highway	track	Oostelijke leemstreek	0.0352035515251516	3	1.43986880779266	0	1	52	eerste set	182251.606928301	168159.20875883
Ol_6900	highway	unclassified	Oostelijke leemstreek	0	3	1.40810358524323	0	1	153	eerste set	213860.21475418	165231.235146345
Ol_6911.8	highway	track	Oostelijke leemstreek	0.0330028182952845	3	1.47007477283478	1	1	80	reserve set	185509.430286869	166345.458194286
Ol_6935.8	highway	track	Oostelijke leemstreek	0	3	1.38298177719116	1	1	38	eerste set	217098.483495648	161817.879220983
Ol_6988.2	highway	track	Oostelijke leemstreek	0	4	1.51402902603149	0	1	15	eerste set	210440.402407119	159386.00742351
Ol_7035.6	highway	unclassified	Oostelijke leemstreek	0.0256813525501099	4	1.51330149173737	1	1	39	eerste set	186376.350391925	163958.590126608
Ol_7050.7	highway	tertiary	Oostelijke leemstreek	0	3	1.45641350746155	0	1	123	eerste set	188086.56520864	165771.305230122
Ol_7084.8	highway	unclassified	Oostelijke leemstreek	0.0222837511739471	4	1.52891111373901	1	1	75	eerste set	235151.060673477	163770.73474063
Ol_7094.5	highway	unclassified	Oostelijke leemstreek	0.0197377883562828	4	1.52913773059845	1	1	13	eerste set	217911.847627668	159448.790824828
Ol_7135.7	highway	unclassified	Oostelijke leemstreek	0	4	1.51730346679688	0	1	53	reserve set	213969.83489255	163672.495335619
Ol_7143.8	highway	unclassified	Oostelijke leemstreek	0.0444791475313444	4	1.51164650917053	0	1	23	eerste set	213799.461601155	161169.155842953
Ol_7182.5	highway	track	Oostelijke leemstreek	0	3	1.46363484859467	1	1	18	eerste set	217405.772891977	158865.957631019
Ol_7184.1	highway	unclassified	Oostelijke leemstreek	0	3	1.45642948150635	0	1	68	eerste set	215123.723234841	158853.488138897
Ol_7193.2	highway	unclassified	Oostelijke leemstreek	0.0669929611506009	4	1.53721380233765	1	1	150	reserve set	222544.130177361	160978.427723698
Ol_7194.5	highway	unclassified	Oostelijke leemstreek	0.210788748108794	3	1.49836349487305	1	1	140	reserve set	222730.846524879	161397.800446551
Ol_7210.12	highway	cycleway	Oostelijke leemstreek	0.089582029851478	4	1.55189156532288	1	1	67	eerste set	198269.585361378	159730.778743755
Ol_7274.5	highway	unclassified	Oostelijke leemstreek	0.0678778186635882	4	1.53003859519958	1	1	10	eerste set	200102.487639685	165553.373420965
Ol_7276.1.4	highway	unclassified	Oostelijke leemstreek	0.311021841926176	4	1.54607892036438	1	1	81	eerste set	197631.845591123	164211.746193318
Ol_7278.2	highway	unclassified	Oostelijke leemstreek	0.0341067041197904	4	1.56694614887238	1	1	87	eerste set	197259.939564849	163779.206729914
Ol_7280.3	highway	unclassified	Oostelijke leemstreek	0.0127519709296253	4	1.55948603153229	1	1	85	eerste set	198027.87483336	163600.111740568
Ol_7328.11	highway	unclassified	Oostelijke leemstreek	0.0556033093269013	4	1.56058728694916	1	1	66	eerste set	196127.772660421	160867.979155538
Ol_7339.2	highway	track	Oostelijke leemstreek	0	3	1.49676394462585	0	1	64	eerste set	230817.263315579	161750.498933705
Ol_7391.1	highway	track	Oostelijke leemstreek	0	4	1.51091206073761	0	1	36	reserve set	192752.635236067	168071.138289581
Ol_7408.3	highway	cycleway	Oostelijke leemstreek	0.00680371235815984	3	1.49482560157776	1	1	39	eerste set	199816.354319671	156357.058201866
Ol_7414.1.5	highway	cycleway	Oostelijke leemstreek	0.0302570961364846	4	1.51932942867279	1	1	201	reserve set	199874.719632985	158288.2657853
Ol_7423.8	highway	tertiary	Oostelijke leemstreek	0.0144871928057098	4	1.54327929019928	1	1	164	reserve set	202231.568481393	159947.114593136
Ol_7430.9	highway	unclassified	Oostelijke leemstreek	0.0757935810341782	4	1.52077484130859	1	1	137	reserve set	202963.197386548	159809.726628163
Ol_7438.8	highway	track	Oostelijke leemstreek	0.0772004804110312	4	1.52092552185059	1	1	173	reserve set	186150.067776541	162265.568918359
Ol_7475.3	highway	unclassified	Oostelijke leemstreek	0.00230486488739876	4	1.54207789897919	1	1	105	eerste set	202790.077358008	156036.353972395
Ol_748.13	highway	unclassified	Oostelijke leemstreek	0	4	1.55313122272491	1	1	53	eerste set	221809.51879492	162979.996169887
Ol_748.30	highway	unclassified	Oostelijke leemstreek	0.0404764677037929	3	1.50685799121857	1	1	98	reserve set	221452.106501516	162211.265453455
Ol_749.18	highway	unclassified	Oostelijke leemstreek	0	4	1.56621932983398	1	1	52	eerste set	219516.384062264	160290.64619764
Ol_7497.3	highway	path	Oostelijke leemstreek	0	3	1.36368811130524	0	1	181	reserve set	182822.510647685	165856.707013429
Ol_7536.6	highway	unclassified	Oostelijke leemstreek	0	3	1.49368727207184	0	1	38	eerste set	213514.13085682	168159.082544954
Ol_7545.4	highway	unclassified	Oostelijke leemstreek	0	3	1.38016772270203	1	1	3	eerste set	202531.760672037	156439.132696895
Ol_7703.10	highway	unclassified	Oostelijke leemstreek	0	4	1.54458141326904	1	1	174	reserve set	188838.408517521	161036.685948339
Ol_7734	highway	unclassified	Oostelijke leemstreek	0	3	1.43563961982727	0	1	99	eerste set	201304.707857306	157479.455071378
Ol_7760.4	highway	unclassified	Oostelijke leemstreek	0	3	1.43595612049103	0	1	1	eerste set	212418.656970306	162286.501815562
Ol_7768.9	highway	unclassified	Oostelijke leemstreek	0.0206332969546775	3	1.50901198387146	1	1	48	eerste set	211480.949033421	161338.774400934
Ol_778.1	highway	unclassified	Oostelijke leemstreek	0.0617546800507706	4	1.55343878269196	1	1	47	eerste set	236655.810903357	166767.962725994
Ol_782.5	highway	tertiary	Oostelijke leemstreek	0	3	1.48604595661163	1	1	28	eerste set	235541.903247073	165814.625638812
Ol_786.9	highway	unclassified	Oostelijke leemstreek	0.00981127512823775	4	1.54726409912109	1	1	200	reserve set	236423.555827442	166091.356893205
Ol_7868	highway	tertiary	Oostelijke leemstreek	0.0129389370545965	4	1.53003752231598	1	1	172	reserve set	206079.402112667	158483.715509929
Ol_7868.17	highway	tertiary	Oostelijke leemstreek	0.0845760836927737	3	1.45877707004547	1	1	107	reserve set	206856.849714649	158847.874627186
Ol_7921.1.6	highway	track	Oostelijke leemstreek	0	3	1.41995918750763	0	1	174	reserve set	219020.714266659	162962.221189737
Ol_7928.4	highway	unclassified	Oostelijke leemstreek	0	4	1.55911540985107	1	1	78	eerste set	204980.288382392	164036.59098409
Ol_7941.5	highway	track	Oostelijke leemstreek	0	3	1.46800589561462	0	1	54	eerste set	182768.031828924	168416.422642868
Ol_8128.6	highway	unclassified	Oostelijke leemstreek	0	3	1.4873378276825	0	1	292	reserve set	194514.948020271	165703.59989723
Ol_815.5	highway	unclassified	Oostelijke leemstreek	0	3	1.45710802078247	1	1	76	reserve set	236174.818119747	169318.81543685
Ol_818.1	highway	unclassified	Oostelijke leemstreek	0.0209713930947747	4	1.55353379249573	1	1	89	eerste set	236330.379691795	168743.706420454
Ol_819.22	highway	unclassified	Oostelijke leemstreek	0.00790733330038103	4	1.53288531303406	1	1	35	eerste set	235189.922105771	168878.946141577
Ol_8195.4	highway	track	Oostelijke leemstreek	0	3	1.43004298210144	0	1	43	eerste set	217089.290733423	170002.704668977
Ol_8199.3	highway	track	Oostelijke leemstreek	0	3	1.46881282329559	0	1	90	eerste set	217031.10328198	170312.604617775
